log2FoldChange	ENTREZID	SYMBOL
3.89443452720326	4814	NINJ1
5.47138454014008	3665	IRF7
1.37367029822513	23070	CMTR1
3.31861277594284	80149	ZC3H12A
3.58636627965601	3106	HLA-B
-2.62356857709366	171024	SYNPO2
7.52434360555827	6374	CXCL5
1.54208263094492	57646	USP28
5.58293357564984	3800	KIF5C
5.94149622765932	203859	ANO5
3.60697088963115	10384	BTN3A3
2.79041481441164	91351	DDX60L
5.86640120807873	27253	PCDH17
7.00480897512378	115362	GBP5
3.35346148765926	10135	NAMPT
3.21540996630579	84166	NLRC5
6.96411992009957	4938	OAS1
4.74226109536541	3383	ICAM1
2.46367971893334	85363	TRIM5
3.81943927256552	3732	CD82
5.16430186463883	2069	EREG
4.96355646852439	4222	MEOX1
5.23643318467072	3902	LAG3
2.19441305449709	80830	APOL6
6.36386203927656	4599	MX1
6.6214210173453	6347	CCL2
8.2498110290386	259307	IL4I1
2.3787404366515	55603	FAM46A
2.29230641823078	5720	PSME1
2.56344147425347	9388	LIPG
1.41232438502205	65979	PHACTR4
3.17283878809832	4824	NKX3-1
-2.54726279627059	29968	PSAT1
-1.99259305165401	221336	BEND6
3.15235635043222	4314	MMP3
-2.41421022921092	9037	SEMA5A
4.98783802189801	79056	PRRG4
3.02161412340579	196883	ADCY4
2.67199409039647	9122	SLC16A4
4.11908590370017	220	ALDH1A3
2.64235933061684	10154	PLXNC1
-1.6978914517568	7296	TXNRD1
-2.60045983223318	9537	TP53I11
2.53552005422018	55080	TAPBPL
2.84100785871321	4343	MOV10
7.83384504431976	719	C3AR1
6.17792250049331	5920	RARRES3
1.60652327790869	10906	TRAFD1
-1.49869093397665	3676	ITGA4
-1.56199720127828	64781	CERK
-1.53475843517628	116496	FAM129A
2.05959630416138	169792	GLIS3
2.32516353328866	8767	RIPK2
-2.64047850470631	64943	NT5DC2
2.28884189057348	710	SERPING1
-1.6260586246605	2512	FTL
2.86518569698285	3656	IRAK2
1.78263400293061	55802	DCP1A
2.25956287551386	9056	SLC7A7
1.46159539662858	79695	GALNT12
3.15569094898015	6891	TAP2
-2.34159341209989	131873	COL6A6
1.98006250440794	10221	TRIB1
2.41516412361005	4907	NT5E
1.82757756125818	5371	PML
-2.40117273971575	647979	NORAD
-1.16088068304437	813	CALU
-2.04686760835659	10493	VAT1
2.5922814346259	89853	MVB12B
2.18608571648911	58472	SQRDL
8.69495932413137	6364	CCL20
2.37215877545467	64167	ERAP2
2.2260310947736	5610	EIF2AK2
2.4983659195419	650	BMP2
2.7100288604997	92745	SLC38A5
4.22808563828486	3290	HSD11B1
-1.27597779457091	8476	CDC42BPA
1.75042494613612	3455	IFNAR2
3.77066958149574	5743	PTGS2
3.15221979848895	84875	PARP10
3.16302480847906	6324	SCN1B
4.13626161036562	8942	KYNU
-1.52281208918708	1462	VCAN
7.09141486549243	685	BTC
-1.1373044444669	6138	RPL15
-2.87657462248066	64798	DEPTOR
6.36482978989946	23037	PDZD2
8.14381947741964	92241	RCSD1
-1.60024088402789	11165	NUDT3
2.7016340069104	8835	SOCS2
1.6871234849971	254228	FAM26E
2.72451019724253	64866	CDCP1
1.70599764335844	51752	ERAP1
1.30127975780563	63916	ELMO2
2.7881725482145	7056	THBD
2.35976248238874	8676	STX11
3.33324605907474	441108	C5orf56
2.63569520356081	3431	SP110
4.46201558507299	11082	ESM1
2.30315091744116	5420	PODXL
2.51593103584601	340061	TMEM173
2.34486389673913	11118	BTN3A2
3.00945877910661	9111	NMI
5.21367415773158	3569	IL6
1.61333139586788	84955	NUDCD1
3.76357305656291	7185	TRAF1
-1.19721236914139	51386	EIF3L
-1.4789054485237	1303	COL12A1
2.11888398240071	79974	CPED1
1.67039246880475	7133	TNFRSF1B
1.89558946330728	51667	NUB1
-2.45546178044703	56105	PCDHGA11
2.03751885715163	6672	SP100
5.04206289234194	64116	SLC39A8
2.21663556393057	2697	GJA1
2.97964767288853	55337	C19orf66
-1.86301588020917	8502	PKP4
2.32756591424251	5732	PTGER2
1.76102485151548	4211	MEIS1
-1.59676605720053	4919	ROR1
8.33590946494773	1440	CSF3
1.37962294410358	128553	TSHZ2
-2.13010392902113	1728	NQO1
1.97080756472929	1514	CTSL
-2.28819859780811	55752	SEPT11
-2.25964124622699	3908	LAMA2
-2.10064792892538	150	ADRA2A
7.73644335431595	9603	NFE2L3
2.01161862509175	114897	C1QTNF1
1.75842370016716	2185	PTK2B
-2.31058322947937	83989	FAM172A
-1.33429588693511	5783	PTPN13
5.11567991891562	4493	MT1E
4.813812353369	206338	LVRN
-1.46059578511538	2036	EPB41L1
1.68250566294535	56243	KIAA1217
1.42638577599701	4170	MCL1
-1.14965362142752	55002	TMCO3
1.49760423275423	81542	TMX1
3.61390187443381	4061	LY6E
2.05290958035766	168455	CCDC71L
0.927698027406659	7150	TOP1
2.33822801436528	10318	TNIP1
2.75891452453914	7424	VEGFC
5.65259975597893	64127	NOD2
-2.79067674375624	9723	SEMA3E
1.87556522903307	64651	CSRNP1
1.29483452046102	133308	SLC9B2
4.80045821450975	81796	SLCO5A1
3.1757760427739	137075	CLDN23
6.94566825043071	84059	ADGRV1
1.9248738846408	283298	OLFML1
3.38108006569624	718	C3
1.73338969137622	637	BID
2.19193853771815	9567	GTPBP1
3.38888242439431	57168	ASPHD2
2.00423117107441	5739	PTGIR
-1.57194368338128	9590	AKAP12
1.32849588180035	83440	ADPGK
-2.61007184163856	367	AR
-1.02447705397942	8665	EIF3F
1.96218451027523	10791	VAMP5
-1.1508699566735	10277	UBE4B
-2.13179053550237	6272	SORT1
2.40384419734827	6892	TAPBP
2.02181916925324	5648	MASP1
-3.45318068035101	9472	AKAP6
-1.6361781783034	9962	SLC23A2
1.93224837827589	3037	HAS2
-1.08784453270987	10217	CTDSPL
4.81340613187396	56892	C8orf4
2.20892314331673	9750	FAM65B
4.05796111490562	958	CD40
4.30237671263062	3589	IL11
2.68628140146606	1827	RCAN1
6.80960614036353	145741	C2CD4A
-1.89428222678951	23022	PALLD
6.32062030051616	597	BCL2A1
-2.40036102355862	81544	GDPD5
1.88611415758254	2820	GPD2
-0.953357897829226	1808	DPYSL2
1.79631145104003	80774	LIMD2
4.50963490083913	400823	FAM177B
2.63127117994452	5874	RAB27B
-1.3874701203698	5567	PRKACB
-3.03098081866108	3752	KCND3
2.02645949687478	222255	ATXN7L1
1.88577924175606	22822	PHLDA1
-1.23281107945401	4131	MAP1B
-1.99995710074887	23704	KCNE4
6.10178832424985	9447	AIM2
1.88062207212189	135112	NCOA7
5.29548088054648	440836	ODF3B
3.02574956631373	23286	WWC1
1.13797150346968	9541	CIR1
1.86358888499577	11054	OGFR
-1.0844136505104	79587	CARS2
-1.768769730387	9319	TRIP13
2.97347766686534	81622	UNC93B1
-3.0580788745614	3899	AFF3
1.36255058009275	283131	NEAT1
-2.30441455036261	2898	GRIK2
1.57400120676173	7706	TRIM25
3.146841174366	79668	PARP8
-1.70525566105245	8840	WISP1
-2.04974367764906	79739	TTLL7
-4.18086475307153	114798	SLITRK1
1.71898979054303	8706	B3GALNT1
3.42402733550291	255231	MCOLN2
1.85038792411721	29071	C1GALT1C1
-1.8735655881444	9891	NUAK1
-2.96091758767014	27129	HSPB7
1.88877970281596	1435	CSF1
1.98659005251425	4881	NPR1
2.72147964426834	161145	TMEM229B
2.67488956196617	84069	PLEKHN1
5.57213064669191	4502	MT2A
-0.858393507481708	1793	DOCK1
-0.865475824743989	11328	FKBP9
-1.46029202098239	11015	KDELR3
1.03850532485081	669	BPGM
1.07200972540555	143	PARP4
1.91317924111496	6773	STAT2
-2.17477800604148	440	ASNS
-2.29640847502711	79094	CHAC1
1.81853173249516	54464	XRN1
-1.02828216779319	2058	EPRS
-0.971342628941004	6251	RSU1
4.04129936894414	140876	FAM65C
-2.19365272864417	113146	AHNAK2
2.17886090968536	94120	SYTL3
1.54911136170424	54619	CCNJ
2.6419383817985	6772	STAT1
2.44241981068108	200316	APOBEC3F
1.1169688990568	2683	B4GALT1
2.47148540116978	8970	HIST1H2BJ
1.96308305874761	10308	ZNF267
4.3657591142266	947	CD34
-2.31451851963521	150967	PKI55
1.6016273510712	5742	PTGS1
2.48095458798824	231	AKR1B1
1.18638043058474	54676	GTPBP2
-1.3939404910471	85352	KIAA1644
2.69544936041162	10507	SEMA4D
-1.40110984700862	3685	ITGAV
1.62754408159342	3660	IRF2
-3.76762478484844	28984	RGCC
1.6956565020354	10105	PPIF
-1.45274157443185	9581	PREPL
2.2790147738869	5721	PSME2
2.38760850141399	9955	HS3ST3A1
1.80442326554727	162394	SLFN5
3.67168716390787	5452	POU2F2
1.8245472617932	375449	MAST4
2.27795232243073	24138	IFIT5
1.61303614824041	285761	DCBLD1
3.54473911030818	3696	ITGB8
1.63938197337068	219988	PATL1
-1.58276188790578	84216	TMEM117
-1.30137400294222	5578	PRKCA
3.50303837913474	3552	IL1A
-1.12351795295142	439921	MXRA7
1.26170619891299	5970	RELA
2.93529355223955	10630	PDPN
2.44187000413181	467	ATF3
0.941605034661415	26277	TINF2
-2.02765465996364	890	CCNA2
2.09211363543772	290	ANPEP
1.49943628360399	841	CASP8
2.03471176909383	57631	LRCH2
1.33717184038932	387921	NHLRC3
-2.53806705391325	358	AQP1
-0.866326584055363	4677	NARS
-1.12930090565182	154881	KCTD7
-1.42189617092907	1955	MEGF9
6.06793353689499	3736	KCNA1
2.82087050421743	117248	GALNT15
-1.78488737188056	81539	SLC38A1
-1.99362125467722	147841	SPC24
3.95523807721563	57639	CCDC146
0.910378511875174	2004	ELK3
1.50476487056961	8324	FZD7
2.16689512503034	10410	IFITM3
4.04631616015128	121551	BTBD11
-2.69540007723929	11075	STMN2
0.862042438038353	30844	EHD4
1.14280989323377	166647	ADGRA3
-0.840165651138192	51144	HSD17B12
-1.47591391468181	94239	H2AFV
-1.22348206608692	23048	FNBP1
3.43226541242572	55214	P3H2
3.15558151041062	113451	AZIN2
1.42698131017193	10186	LHFP
2.89859389597547	5144	PDE4D
1.67602027824648	355	FAS
1.19225551756365	10745	PHTF1
3.31198287888642	6853	SYN1
1.65716828727802	65010	SLC26A6
6.80601475609133	2919	CXCL1
1.50976888601266	10903	MTMR11
-1.49908115403339	3376	IARS
2.07500566925714	284	ANGPT1
-1.32545769867093	10797	MTHFD2
-1.54904330030633	3148	HMGB2
3.93747366111743	9966	TNFSF15
4.15731737828618	1890	TYMP
2.37152830631109	57561	ARRDC3
2.11898882416972	3017	HIST1H2BD
-2.12704376826177	1240	CMKLR1
1.83716573606727	7058	THBS2
2.0031066716517	4783	NFIL3
4.47540741031168	6542	SLC7A2
1.08673672458394	6091	ROBO1
-0.900910898613431	387	RHOA
-1.27325185471335	2617	GARS
-1.96039717514387	6383	SDC2
2.558259114366	5055	SERPINB2
1.00026909169445	57620	STIM2
6.73392092126939	634	CEACAM1
1.74011577826168	134429	STARD4
4.07139257992501	83401	ELOVL3
6.61193309411589	51365	PLA1A
-1.70049822703462	80310	PDGFD
1.50207352564119	152926	PPM1K
-0.950811471956949	162073	ITPRIPL2
5.19760885072114	163351	GBP6
1.55111816766198	5819	NECTIN2
-1.61019163496595	135228	CD109
-2.37311937281445	5136	PDE1A
2.74878836001423	154091	SLC2A12
2.39137765098042	81894	SLC25A28
-1.77748409897293	2195	FAT1
1.78758234326783	93349	SP140L
-1.12412134992003	1879	EBF1
1.7661617102893	9429	ABCG2
1.60158197478221	9641	IKBKE
-2.73253197563776	3680	ITGA9
-3.06111294994258	7164	TPD52L1
-2.65848416165437	9568	GABBR2
1.4085576182874	10758	TRAF3IP2
3.79179315624314	3078	CFHR1
1.73278602243157	7091	TLE4
-1.43373354281862	222658	KCTD20
-2.22042309135767	5802	PTPRS
1.54327115644704	3301	DNAJA1
4.99038943261842	9536	PTGES
2.32582898520792	5272	SERPINB9
3.19177495941476	9420	CYP7B1
1.97962663178036	81788	NUAK2
-1.16457000544961	11123	RCAN3
-1.79782349528872	389136	VGLL3
-1.46992565085581	6509	SLC1A4
0.893884395829083	51309	ARMCX1
-1.94740927752942	55165	CEP55
1.80650009061908	23338	JADE2
1.35244753918913	114793	FMNL2
-2.54850568935568	192668	CYS1
1.32993523605745	91607	SLFN11
-1.23250826300316	9917	FAM20B
2.31239734645189	1645	AKR1C1
1.34636461971246	23347	SMCHD1
1.74812983136887	51131	PHF11
4.17866569261057	114769	CARD16
3.81668879102742	5618	PRLR
-2.6450912953546	55924, 101928718	FAM212B, LOC101928718
-1.63105039951234	8029	CUBN
1.75213585239237	9766	SUSD6
-1.47545495953475	7225	TRPC6
-1.8839679242818	6510	SLC1A5
-2.02385288886796	6640	SNTA1
-0.891400052833473	1915	EEF1A1
-1.36992278401444	4026	LPP
-1.05550905688966	54858	PGPEP1
3.17689318603772	26045	LRRTM2
-1.4854652925223	388610	TRNP1
1.24122147504195	55689	YEATS2
-1.64693870835637	26289	AK5
2.1221585979143	2081	ERN1
3.21938389988362	64218	SEMA4A
-1.99136746049684	55771	PRR11
2.9273587888731	139065	SLITRK4
-3.23480442335984	8470	SORBS2
-1.39853214886786	1490	CTGF
1.78320370530823	25914	RTTN
2.24578168252222	5327	PLAT
-1.01216547762979	79877	DCAKD
-3.0484697727526	10335	MRVI1
5.61394110920398	8989	TRPA1
-2.28570323368179	56108	PCDHGA7
6.07338801949666	388125	C2CD4B
2.17637110746406	51251	NT5C3A
1.66441828708169	25816	TNFAIP8
6.68910906066876	5079	PAX5
1.42395067042423	7227	TRPS1
5.1782817373049	2920	CXCL2
5.33036503471309	6752	SSTR2
1.30602450904586	10970	CKAP4
-2.8388849190558	25802	LMOD1
1.20365795111251	8467	SMARCA5
-1.65122155428625	100861548	PINK1-AS
1.25254246871505	55501, 101927181	CHST12, LOC101927181
3.80633256204339	9699	RIMS2
3.82862420145188	220108	FAM124A
1.55799936455008	965	CD58
-1.62857921511707	5649	RELN
-2.32558491725874	128239	IQGAP3
5.59968500857217	100505994	LUCAT1
-1.38595396611463	84886	C1orf198
-1.70230855214728	80856	KIAA1715
-1.76169851341934	10763	NES
-2.49990627845988	5137	PDE1C
6.93973437793256	4225	MEP1B
1.55608772424953	6482	ST3GAL1
2.31344412461873	5321	PLA2G4A
2.88808483059859	5699	PSMB10
-2.10061561463461	4288	MKI67
-1.54797437702284	6876	TAGLN
3.5061451412532	256586	LYSMD2
2.78902060377979	5366	PMAIP1
-1.34675913106973	7414	VCL
-1.70099294977898	125144	LRRC75A-AS1
-1.61081922659228	11096	ADAMTS5
1.80416682774108	8111	GPR68
3.9855608194664	55092	TMEM51
1.50042280214567	27106	ARRDC2
0.980338423842375	5786	PTPRA
-1.12502427403298	130074	FAM168B
6.36526849484987	56833	SLAMF8
7.00856555804842	972	CD74
-1.3273758380821	161176	SYNE3
-1.4677928403203	7373	COL14A1
5.66351444214045	9077	DIRAS3
1.29059483492588	3460	IFNGR2
-2.44980231388409	29995	LMCD1
2.84675896990476	56155	TEX14
-0.681429405070377	7812	CSDE1
1.3107834911725	84181	CHD6
-1.00720673735132	84263	HSDL2
3.10764747171379	353091	RAET1G
2.89571287748058	54502	RBM47
-1.58171630425886	1063	CENPF
-1.14356292176008	79047	KCTD15
-0.867847897104654	54874	FNBP1L
2.05027066085928	57655	GRAMD1A
5.54866137569616	629	CFB
2.05551811233695	51704	GPRC5B
-1.10498700836753	6146	RPL22
-1.77117305926207	5212	VIT
-0.929287127150172	85458	DIXDC1
1.42860249237943	80765	STARD5
-1.23610440396705	116987	AGAP1
-2.6117736457036	116443	GRIN3A
1.62331853243931	79690	GAL3ST4
-1.15680819324678	64857	PLEKHG2
1.65355676206433	84102	SLC41A2
-1.36753630437199	57185	NIPAL3
-1.61685048450361	79924	ADM2
3.28081791240729	4070	TACSTD2
-2.14136988244058	28951	TRIB2
-1.70791808363762	84898	PLXDC2
1.59634455811777	390	RND3
6.03088449246105	2921	CXCL3
-1.77900402290649	9055	PRC1
5.45103560013008	6750	SST
1.98390470117025	23780	APOL2
2.10619914599123	26499	PLEK2
1.19355678691802	375056	MIA3
-1.97165988587034	1031	CDKN2C
-3.35045666199637	7166	TPH1
0.968912714693927	54838	WBP1L
0.842257337131661	79631	EFL1
-1.67232419941905	9133	CCNB2
1.55489428754522	716	C1S
1.01863430671842	10371	SEMA3A
1.36019636654786	2260	FGFR1
1.80766685172585	113277	TMEM106A
0.936336772408718	23158	TBC1D9
2.13635351913467	9881	TRANK1
1.4140523435086	80380	PDCD1LG2
-1.89734616545752	80329	ULBP1
1.5164066098095	90627	STARD13
-1.24839131344833	253827	MSRB3
-1.29239932643404	6382	SDC1
-1.17121760597237	23576	DDAH1
1.58254341270428	83648	FAM167A
2.5691730989808	93664	CADPS2
5.57563923799674	23025	UNC13A
-2.39601994141646	2690	GHR
1.42051409213034	211	ALAS1
-0.791804658908288	411	ARSB
2.00418758042065	3363	HTR7
2.59250609032874	54933	RHBDL2
-1.22002842813557	401548	SNX30
-3.38137845034046	1264	CNN1
-1.23675369456805	23344	ESYT1
-1.96704362726314	10365	KLF2
-1.28090167238228	138151	NACC2
1.56767310706835	7050	TGIF1
-0.983448585406038	57403	RAB22A
6.30043362595163	6372	CXCL6
2.14169046263335	56938	ARNTL2
1.36148315703527	24145	PANX1
-2.39375900707725	9768	KIAA0101
1.24917479573469	1997	ELF1
2.1134613952743	10581	IFITM2
-1.50851975808629	160428	ALDH1L2
-0.784390914317579	10768	AHCYL1
1.21929524541303	5993	RFX5
-0.811728423241556	3141	HLCS
-2.32522750668799	65061	CDK15
3.77928137450506	51655	RASD1
1.47577467658022	9334	B4GALT5
2.53980719735351	2863	GPR39
2.78535905755885	9865	TRIL
1.72185655520813	1847	DUSP5
-2.7187583002003	3875	KRT18
5.68252610421765	135932	TMEM139
-1.45309027401703	894	CCND2
-1.72021032748696	84131	CEP78
-1.63009859191712	10082	GPC6
1.46087543323733	23503	ZFYVE26
5.22499489345682	439996	IFIT1B
-1.63446327957899	23129	PLXND1
1.02822037377274	285203	EOGT
-1.64110615365504	7153	TOP2A
1.89022706957043	59350	RXFP1
5.01631215152838	623	BDKRB1
-1.11618464586286	9672	SDC3
1.41966063179086	11259	FILIP1L
-1.30866762009656	5257	PHKB
1.24374187668419	1889	ECE1
2.90916431576716	9507	ADAMTS4
2.16824509306025	6422	SFRP1
6.69905558891821	3456	IFNB1
-1.17539898735631	1975	EIF4B
0.903329937141186	1528	CYB5A
0.838283678076365	57590	WDFY1
-0.855379103425628	91663	MYADM
-1.21336519380957	79649	MAP7D3
-0.751411338575623	5250	SLC25A3
-2.76870434430385	6450	SH3BGR
1.68592272877441	27242	TNFRSF21
1.12759052513094	11237	RNF24
-1.5718915480508	23321	TRIM2
2.00800092947086	7941	PLA2G7
1.65400232031622	23460	ABCA6
4.03021937093585	9173	IL1RL1
2.66313545753345	2028	ENPEP
1.61304077650897	6926	TBX3
-4.01138410784448	22866	CNKSR2
3.41008333768166	125111	GJD3
-0.868506557662875	9747	TCAF1
-1.76450346642655	51203	NUSAP1
1.12849008614694	961	CD47
1.12315569103735	644	BLVRA
1.62346004620249	55534	MAML3
-1.11203534915159	10982	MAPRE2
1.47811583782298	284996	RNF149
-1.78355691147932	54443	ANLN
4.29145525535125	84868	HAVCR2
1.88860854665992	4582	MUC1
5.53466216940894	100506736	SLFN12L
5.76152016519973	80852	GRIP2
0.871252682702765	3097	HIVEP2
-2.39618098883762	25817	FAM19A5
-0.964821540854152	26986	PABPC1
-1.91512681628783	201562	HACD2
5.17544844365325	1573	CYP2J2
0.970226377111352	4247	MGAT2
1.69479023827568	221935	SDK1
1.18212395198895	6546	SLC8A1
-0.744371976397286	1019	CDK4
1.18673296114887	9445	ITM2B
-1.20165213592845	26994	RNF11
1.39918363464212	132320	SCLT1
1.63524372811509	8334	HIST1H2AC
1.47026164028675	8061	FOSL1
2.0665516988432	85463	ZC3H12C
1.37844032613622	54757	FAM20A
-2.35517617651341	26227	PHGDH
-1.711566583488	54843	SYTL2
-2.2601998562364	8436	SDPR
2.03074018062516	100131897	FAM196B
-1.9081078950893	151258	SLC38A11
-1.051294754917	5429	POLH
1.76955056853028	6993	DYNLT1
-2.06425365004535	134145	FAM173B
-1.21390846778486	221061	FAM171A1
-1.25738644483427	22837	COBLL1
1.63474695085918	114991	ZNF618
1.1627722676878	8848	TSC22D1
1.26456273841792	840	CASP7
-1.40055422104125	8076	MFAP5
1.39528216153853	399761	BMS1P5
-1.57449815588901	11238	CA5B
5.4859855709002	5698	PSMB9
-1.75912048373739	22871	NLGN1
6.37378533434635	6543	SLC8A2
-2.63139501965618	4916	NTRK3
1.93262691657994	864	RUNX3
-1.14011022247363	5797	PTPRM
1.65072449573543	6495	SIX1
-1.64486240625894	55872	PBK
5.55744578882564	4494	MT1F
-1.77863519212778	332	BIRC5
-1.36255689088893	1410	CRYAB
-0.907081300041691	1281	COL3A1
2.03892622072393	8543	LMO4
1.77218673723589	100132341	CLUHP3
1.1670397861606	285958	SNHG15
1.59396670013648	64123	ADGRL4
6.16527647561535	6693, 105369261	SPN, LOC105369261
-1.90239317442227	55679	LIMS2
-1.1129202871404	80000	GREB1L
6.44842975264719	4496	MT1H
-0.748679043209109	5048	PAFAH1B1
-1.18885406893684	64393	ZMAT3
-0.899223764654141	2909	ARHGAP35
-1.08396229891181	7431	VIM
-1.08621789940061	3921	RPSA
-0.801866893549961	4205	MEF2A
2.73553048142353	25841	ABTB2
-1.57039011959795	100129550	LOC100129550
-1.4761911955232	800	CALD1
1.69308965173287	64332	NFKBIZ
6.14691109333921	54979	HRASLS2
-2.42553824494538	4605	MYBL2
6.16464007664353	84941	HSH2D
-1.38509392991411	3033	HADH
5.7220152177083	90865	IL33
